ID,GENE_ID,Description
7109_at,7109,transmembrane protein 1
7111_at,7111,tropomodulin 1
7112_at,7112,thymopoietin
7113_at,7113,"transmembrane protease, serine 2"
712_at,712,"complement component 1, q subcomponent, A chain"
7122_at,7122,claudin 5 (transmembrane protein deleted in velocardiofacial syndrome)
7123_at,7123,"C-type lectin domain family 3, member B"
7124_at,7124,"tumor necrosis factor (TNF superfamily, member 2)"
7125_at,7125,troponin C type 2 (fast)
7126_at,7126,"tumor necrosis factor, alpha-induced protein 1 (endothelial)"
7127_at,7127,"tumor necrosis factor, alpha-induced protein 2"
7128_at,7128,"tumor necrosis factor, alpha-induced protein 3"
713_at,713,"complement component 1, q subcomponent, B chain"
7130_at,7130,"tumor necrosis factor, alpha-induced protein 6"
7132_at,7132,"tumor necrosis factor receptor superfamily, member 1A"
7133_at,7133,"tumor necrosis factor receptor superfamily, member 1B"
7134_at,7134,troponin C type 1 (slow)
7135_at,7135,"troponin I type 1 (skeletal, slow)"
7136_at,7136,"troponin I type 2 (skeletal, fast)"
7137_at,7137,troponin I type 3 (cardiac)
7138_at,7138,"troponin T type 1 (skeletal, slow)"
7139_at,7139,troponin T type 2 (cardiac)
7140_at,7140,"troponin T type 3 (skeletal, fast)"
7141_at,7141,transition protein 1 (during histone to protamine replacement)
7142_at,7142,transition protein 2 (during histone to protamine replacement)
7143_at,7143,"tenascin R (restrictin, janusin)"
7145_at,7145,tensin 1
7148_at,7148,tenascin XB
715_at,715,"complement component 1, r subcomponent"
7150_at,7150,topoisomerase (DNA) I
7153_at,7153,topoisomerase (DNA) II alpha 170kDa
7155_at,7155,topoisomerase (DNA) II beta 180kDa
7156_at,7156,topoisomerase (DNA) III alpha
7157_at,7157,tumor protein p53 (Li-Fraumeni syndrome)
7158_at,7158,tumor protein p53 binding protein 1
7159_at,7159,"tumor protein p53 binding protein, 2"
716_at,716,"complement component 1, s subcomponent"
7161_at,7161,tumor protein p73
7162_at,7162,trophoblast glycoprotein
7163_at,7163,tumor protein D52
7164_at,7164,tumor protein D52-like 1
7165_at,7165,tumor protein D52-like 2
7167_at,7167,triosephosphate isomerase 1
7168_at,7168,tropomyosin 1 (alpha)
7169_at,7169,tropomyosin 2 (beta)
717_at,717,complement component 2
7170_at,7170,tropomyosin 3
7171_at,7171,tropomyosin 4
7172_at,7172,thiopurine S-methyltransferase
7173_at,7173,thyroid peroxidase
7174_at,7174,tripeptidyl peptidase II
7175_at,7175,translocated promoter region (to activated MET oncogene)
7177_at,7177,tryptase alpha/beta 1
7178_at,7178,"tumor protein, translationally-controlled 1"
7179_at,7179,transmembrane phosphatase with tensin homology
718_at,718,complement component 3
7180_at,7180,cysteine-rich secretory protein 2
7181_at,7181,"nuclear receptor subfamily 2, group C, member 1"
7182_at,7182,"nuclear receptor subfamily 2, group C, member 2"
7184_at,7184,"heat shock protein 90kDa beta (Grp94), member 1"
7185_at,7185,TNF receptor-associated factor 1
7186_at,7186,TNF receptor-associated factor 2
7187_at,7187,TNF receptor-associated factor 3
7188_at,7188,TNF receptor-associated factor 5
7189_at,7189,TNF receptor-associated factor 6
719_at,719,complement component 3a receptor 1
72_at,72,"actin, gamma 2, smooth muscle, enteric"
7200_at,7200,thyrotropin-releasing hormone
7201_at,7201,thyrotropin-releasing hormone receptor
7203_at,7203,"chaperonin containing TCP1, subunit 3 (gamma)"
7204_at,7204,triple functional domain (PTPRF interacting)
7205_at,7205,thyroid hormone receptor interactor 6
7216_at,7216,trophinin
722_at,722,"complement component 4 binding protein, alpha"
7220_at,7220,"transient receptor potential cation channel, subfamily C, member 1"
7221_at,7221,"transient receptor potential cation channel, subfamily C, member 2"
7222_at,7222,"transient receptor potential cation channel, subfamily C, member 3"
7223_at,7223,"transient receptor potential cation channel, subfamily C, member 4"
7224_at,7224,"transient receptor potential cation channel, subfamily C, member 5"
7225_at,7225,"transient receptor potential cation channel, subfamily C, member 6"
7226_at,7226,"transient receptor potential cation channel, subfamily M, member 2"
7227_at,7227,trichorhinophalangeal syndrome I
7247_at,7247,translin
7248_at,7248,tuberous sclerosis 1
7249_at,7249,tuberous sclerosis 2
725_at,725,"complement component 4 binding protein, beta"
7251_at,7251,tumor susceptibility gene 101
7252_at,7252,"thyroid stimulating hormone, beta"
7253_at,7253,thyroid stimulating hormone receptor
7257_at,7257,translin-associated factor X
7259_at,7259,TSPY-like 1
726_at,726,calpain 5
7260_at,7260,tumor suppressing subtransferable candidate 1
7262_at,7262,"pleckstrin homology-like domain, family A, member 2"
7263_at,7263,thiosulfate sulfurtransferase (rhodanese)
7264_at,7264,tissue specific transplantation antigen P35B
7265_at,7265,tetratricopeptide repeat domain 1
7266_at,7266,"DnaJ (Hsp40) homolog, subfamily C, member 7"
7267_at,7267,tetratricopeptide repeat domain 3
7268_at,7268,tetratricopeptide repeat domain 4
727_at,727,complement component 5
7270_at,7270,"transcription termination factor, RNA polymerase I"
7272_at,7272,TTK protein kinase
7273_at,7273,titin
7274_at,7274,tocopherol (alpha) transfer protein
7275_at,7275,tubby homolog (mouse)
7276_at,7276,"transthyretin (prealbumin, amyloidosis type I)"
7277_at,7277,"tubulin, alpha 4a"
727722_at,727722,
727726_at,727726,similar to poly (ADP-ribose) glycohydrolase
727729_at,727729,"similar to gamma-aminobutyric acid (GABA) A receptor, alpha 5"
727742_at,727742,
7278_at,7278,"tubulin, alpha 3c"
727842_at,727842,similar to retinoblastoma binding protein 4
727897_at,727897,"mucin 5B, oligomeric mucus/gel-forming"
728_at,728,complement component 5a receptor 1
7280_at,7280,"tubulin, beta 2A"
728025_at,728025,
728185_at,728185,
728215_at,728215,similar to transmembrane protein 28
728225_at,728225,
7283_at,7283,"tubulin, gamma 1"
728344_at,728344,similar to Thioredoxin-like protein 2 (PKC-interacting cousin of thioredoxin) (PKC-theta-interacting protein) (PKCq-interacting protein)
728361_at,728361,similar to Transcription factor Ovo-like 2 (hOvo2) (Zinc finger protein 339)
7284_at,7284,"Tu translation elongation factor, mitochondrial"
728448_at,728448,similar to peptidylprolyl isomerase E
728453_at,728453,similar to 40S ribosomal protein S28
728560_at,728560,
7286_at,7286,tuftelin 1
728642_at,728642,cell division cycle 2-like 2 (PITSLRE proteins)
7287_at,7287,tubby like protein 1
7288_at,7288,tubby like protein 2
728844_at,728844,hypothetical protein LOC728844
728882_at,728882,similar to chromosome 20 open reading frame 91
7289_at,7289,tubby like protein 3
728985_at,728985,hypothetical protein LOC728985
728999_at,728999,hCG1783052
729_at,729,complement component 6
7290_at,7290,HIR histone cell cycle regulation defective homolog A (S. cerevisiae)
7291_at,7291,twist homolog 1 (acrocephalosyndactyly 3; Saethre-Chotzen syndrome) (Drosophila)
729105_at,729105,similar to 60S ribosomal protein L29 (Cell surface heparin-binding protein HIP)
729164_at,729164,hCG1732469
7292_at,7292,"tumor necrosis factor (ligand) superfamily, member 4 (tax-transcriptionally activated glycoprotein 1, 34kDa)"
729230_at,729230,similar to C-C chemokine receptor type 2 (C-C CKR-2) (CC-CKR-2) (CCR-2) (CCR2) (Monocyte chemoattractant protein 1 receptor) (MCP-1-R) (CD192 antigen)
7293_at,7293,"tumor necrosis factor receptor superfamily, member 4"
729343_at,729343,similar to PRAME family member 6
729362_at,729362,similar to large subunit ribosomal protein L36a
7294_at,7294,TXK tyrosine kinase
7295_at,7295,thioredoxin
729515_at,729515,chromosome 6 open reading frame 35
729518_at,729518,
729559_at,729559,
729580_at,729580,hypothetical protein LOC729580
729599_at,729599,similar to transmembrane protein 97
7296_at,7296,thioredoxin reductase 1
729659_at,729659,similar to Putative S100 calcium-binding protein A11 pseudogene
7297_at,7297,tyrosine kinase 2
729799_at,729799,similar to SEC14-like protein 1
7298_at,7298,thymidylate synthetase
729806_at,729806,similar to Zinc finger protein 492
729875_at,729875,
7299_at,7299,tyrosinase (oculocutaneous albinism IA)
730_at,730,complement component 7
730062_at,730062,hypothetical protein LOC730062
7301_at,7301,TYRO3 protein tyrosine kinase
730101_at,730101,similar to heterogeneous nuclear ribonucleoprotein A/B
7305_at,7305,TYRO protein tyrosine kinase binding protein
7306_at,7306,tyrosinase-related protein 1
7307_at,7307,U2 small nuclear RNA auxiliary factor 1
731_at,731,"complement component 8, alpha polypeptide"
7311_at,7311,ubiquitin A-52 residue ribosomal protein fusion product 1
7314_at,7314,ubiquitin B
7316_at,7316,ubiquitin C
7317_at,7317,ubiquitin-activating enzyme E1
7318_at,7318,ubiquitin-activating enzyme E1-like
7319_at,7319,ubiquitin-conjugating enzyme E2A (RAD6 homolog)
732_at,732,"complement component 8, beta polypeptide"
7320_at,7320,ubiquitin-conjugating enzyme E2B (RAD6 homolog)
7321_at,7321,"ubiquitin-conjugating enzyme E2D 1 (UBC4/5 homolog, yeast)"
7322_at,7322,"ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast)"
7323_at,7323,"ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)"
7324_at,7324,"ubiquitin-conjugating enzyme E2E 1 (UBC4/5 homolog, yeast)"
7326_at,7326,"ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, yeast)"
7327_at,7327,"ubiquitin-conjugating enzyme E2G 2 (UBC7 homolog, yeast)"
7328_at,7328,"ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)"
7329_at,7329,"ubiquitin-conjugating enzyme E2I (UBC9 homolog, yeast)"
733_at,733,"complement component 8, gamma polypeptide"
7332_at,7332,ubiquitin-conjugating enzyme E2L 3
7334_at,7334,"ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast)"
7336_at,7336,ubiquitin-conjugating enzyme E2 variant 2
7337_at,7337,"ubiquitin protein ligase E3A (human papilloma virus E6-associated protein, Angelman syndrome)"
734_at,734,oxidative stress induced growth inhibitor family member 2
7341_at,7341,SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae)
7342_at,7342,upstream binding protein 1 (LBP-1a)
7343_at,7343,"upstream binding transcription factor, RNA polymerase I"
7345_at,7345,ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)
7347_at,7347,ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)
7348_at,7348,uroplakin 1B
7349_at,7349,urocortin
7350_at,7350,"uncoupling protein 1 (mitochondrial, proton carrier)"
7351_at,7351,"uncoupling protein 2 (mitochondrial, proton carrier)"
7352_at,7352,"uncoupling protein 3 (mitochondrial, proton carrier)"
7353_at,7353,ubiquitin fusion degradation 1 like (yeast)
7355_at,7355,"solute carrier family 35 (UDP-galactose transporter), member A2"
7356_at,7356,"secretoglobin, family 1A, member 1 (uteroglobin)"
7357_at,7357,UDP-glucose ceramide glucosyltransferase
7358_at,7358,UDP-glucose dehydrogenase
7360_at,7360,UDP-glucose pyrophosphorylase 2
7363_at,7363,"UDP glucuronosyltransferase 2 family, polypeptide B4"
7367_at,7367,"UDP glucuronosyltransferase 2 family, polypeptide B17"
7368_at,7368,UDP glycosyltransferase 8 (UDP-galactose ceramide galactosyltransferase)
7369_at,7369,"uromodulin (uromucoid, Tamm-Horsfall glycoprotein)"
7371_at,7371,uridine-cytidine kinase 2
7372_at,7372,uridine monophosphate synthetase (orotate phosphoribosyl transferase and orotidine-5'-decarboxylase)
7373_at,7373,"collagen, type XIV, alpha 1 (undulin)"
7374_at,7374,uracil-DNA glycosylase
7375_at,7375,ubiquitin specific peptidase 4 (proto-oncogene)
7376_at,7376,"nuclear receptor subfamily 1, group H, member 2"
7378_at,7378,uridine phosphorylase 1
7379_at,7379,uroplakin 2
738_at,738,chromosome 11 open reading frame2
7380_at,7380,uroplakin 3A
7381_at,7381,ubiquinol-cytochrome c reductase binding protein
7384_at,7384,ubiquinol-cytochrome c reductase core protein I
7385_at,7385,ubiquinol-cytochrome c reductase core protein II
7386_at,7386,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"
7388_at,7388,ubiquinol-cytochrome c reductase hinge protein
7389_at,7389,uroporphyrinogen decarboxylase
7390_at,7390,uroporphyrinogen III synthase (congenital erythropoietic porphyria)
7392_at,7392,"upstream transcription factor 2, c-fos interacting"
7398_at,7398,ubiquitin specific peptidase 1
7399_at,7399,"Usher syndrome 2A (autosomal recessive, mild)"
740_at,740,mitochondrial ribosomal protein L49
7402_at,7402,utrophin
7403_at,7403,"ubiquitously transcribed tetratricopeptide repeat, X chromosome"
7404_at,7404,"ubiquitously transcribed tetratricopeptide repeat gene, Y-linked"
7405_at,7405,UV radiation resistance associated gene
7407_at,7407,valyl-tRNA synthetase
7408_at,7408,vasodilator-stimulated phosphoprotein
7409_at,7409,vav 1 guanine nucleotide exchange factor
741_at,741,"zinc finger, HIT type 2"
7410_at,7410,vav 2 guanine nucleotide exchange factor
7411_at,7411,von Hippel-Lindau binding protein 1
7412_at,7412,vascular cell adhesion molecule 1
7414_at,7414,vinculin
7415_at,7415,valosin-containing protein
7416_at,7416,voltage-dependent anion channel 1
7419_at,7419,voltage-dependent anion channel 3
7421_at,7421,"vitamin D (1,25- dihydroxyvitamin D3) receptor"
7422_at,7422,vascular endothelial growth factor A
7423_at,7423,vascular endothelial growth factor B
7424_at,7424,vascular endothelial growth factor C
7425_at,7425,VGF nerve growth factor inducible
7429_at,7429,villin 1
7430_at,7430,villin 2 (ezrin)
7431_at,7431,vimentin
7432_at,7432,vasoactive intestinal peptide
7433_at,7433,vasoactive intestinal peptide receptor 1
7434_at,7434,vasoactive intestinal peptide receptor 2
7436_at,7436,very low density lipoprotein receptor
7439_at,7439,bestrophin 1
744_at,744,metallophosphoesterase domain containing 2
7441_at,7441,pre-B lymphocyte gene 1
7442_at,7442,"transient receptor potential cation channel, subfamily V, member 1"
7443_at,7443,vaccinia related kinase 1
7444_at,7444,vaccinia related kinase 2
7447_at,7447,visinin-like 1
7448_at,7448,vitronectin
745_at,745,chromosome 11 open reading frame 9
7450_at,7450,von Willebrand factor
7453_at,7453,tryptophanyl-tRNA synthetase
7454_at,7454,Wiskott-Aldrich syndrome (eczema-thrombocytopenia)
7456_at,7456,"WAS/WASL interacting protein family, member 1"
746_at,746,chromosome 11 open reading frame 10
7461_at,7461,CAP-GLY domain containing linker protein 2
7462_at,7462,"linker for activation of T cells family, member 2"
7464_at,7464,"coronin, actin binding protein, 2A"
7465_at,7465,WEE1 homolog (S. pombe)
7466_at,7466,Wolfram syndrome 1 (wolframin)
7468_at,7468,Wolf-Hirschhorn syndrome candidate 1
7469_at,7469,Wolf-Hirschhorn syndrome candidate 2
747_at,747,"diacylglycerol lipase, alpha"
7471_at,7471,"wingless-type MMTV integration site family, member 1"
7472_at,7472,wingless-type MMTV integration site family member 2
7473_at,7473,"wingless-type MMTV integration site family, member 3"
7474_at,7474,"wingless-type MMTV integration site family, member 5A"
7475_at,7475,"wingless-type MMTV integration site family, member 6"
7476_at,7476,"wingless-type MMTV integration site family, member 7A"
7477_at,7477,"wingless-type MMTV integration site family, member 7B"
7479_at,7479,"wingless-type MMTV integration site family, member 8B"
7480_at,7480,"wingless-type MMTV integration site family, member 10B"
7481_at,7481,"wingless-type MMTV integration site family, member 11"
7482_at,7482,"wingless-type MMTV integration site family, member 2B"
7485_at,7485,tryptophan rich basic protein
7486_at,7486,Werner syndrome
7490_at,7490,Wilms tumor 1
7494_at,7494,X-box binding protein 1
7498_at,7498,xanthine dehydrogenase
750_at,750,chromosome 16 open reading frame 3
7503_at,7503,X (inactive)-specific transcript
7504_at,7504,X-linked Kx blood group (McLeod syndrome)
7507_at,7507,"xeroderma pigmentosum, complementation group A"
7508_at,7508,"xeroderma pigmentosum, complementation group C"
7511_at,7511,"X-prolyl aminopeptidase (aminopeptidase P) 1, soluble"
7512_at,7512,"X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound"
